"('Al', 'Ga', 0)","('Al', 'Ga', 1)","('Al', 'Ga', 2)","('Al', 'Ga', 3)","('In', 'O', 0)","('In', 'O', 1)","('In', 'O', 2)","('In', 'O', 3)","('Al', 'In', 0)","('Al', 'In', 1)","('Al', 'In', 2)","('Al', 'In', 3)","('Al', 'Al', 0)","('Al', 'Al', 1)","('Al', 'Al', 2)","('Al', 'Al', 3)","('Ga', 'Ga', 0)","('Ga', 'Ga', 1)","('Ga', 'Ga', 2)","('Ga', 'Ga', 3)","('Al', 'O', 0)","('Al', 'O', 1)","('Al', 'O', 2)","('Al', 'O', 3)","('Al', 'O', 4)","('In', 'Ga', 0)","('In', 'Ga', 1)","('In', 'Ga', 2)","('In', 'Ga', 3)","('O', 'O', 0)","('O', 'O', 1)","('O', 'O', 2)","('In', 'In', 0)","('In', 'In', 1)","('In', 'In', 2)","('In', 'In', 3)","('In', 'In', 4)","('Ga', 'O', 0)","('Ga', 'O', 1)","('Ga', 'O', 2)","('Ga', 'O', 3)","('Ga', 'O', 4)",5,"Bond_('Al', 'O')_mean","Bond_('Al', 'O')_std","Bond_('Ga', 'O')_mean","Bond_('Ga', 'O')_std","Bond_('In', 'O')_mean","Bond_('In', 'O')_std",IonChar_mean,IonChar_std,val_mean,val_std,grp_mean,grp_std,period_mean,period_std,p_mean,p_std,Norm0,Norm2,Norm3,Norm5,Norm7,Norm10
7.0,2.0,1.0,5.0,73.0,18.0,83.0,138.0,19.0,0.0,7.0,11.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,20.0,3.0,27.0,19.0,17.0,19.0,0.0,7.0,0.0,280.0,198.0,240.0,34.0,102.0,0.0,22.0,36.0,15.0,0.0,21.0,18.0,23.0,1052,2.08705940183,0.112790730208,2.1911208698,0.0916754025019,2.09321527703,0.119184790125,0.508972222222,0.0280133758836,0.0,2.44948974278,4.8,1.46969384567,1.9875,1.30856553141,2.8,1.46969384567,4.0,0.662146131907,0.616885093267,0.60191626297,0.600262673048,0.600015412868
20.0,7.0,8.0,12.0,36.0,11.0,40.0,77.0,22.0,0.0,5.0,16.0,22.0,0.0,8.0,4.0,12.0,0.0,4.0,6.0,40.0,11.0,40.0,44.0,38.0,22.0,0.0,5.0,7.0,280.0,198.0,264.0,6.0,18.0,0.0,10.0,24.0,32.0,6.0,44.0,52.0,22.0,1053,2.0592344532,0.111083631779,1.99132431725,0.104797069512,2.04866752119,0.112213864319,0.519703703704,0.0366381857213,0.0,2.44948974278,4.8,1.46969384567,1.8,1.11130553854,2.8,1.46969384567,4.0,0.642991057481,0.606550759474,0.600198657462,0.600007150191,0.600000057181
4.0,1.0,0.0,1.0,58.0,0.0,70.0,103.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,40.0,0.0,8.0,20.0,6.0,0.0,4.0,6.0,1.0,40.0,0.0,19.0,15.0,284.0,112.0,364.0,36.0,18.0,6.0,0.0,42.0,52.0,0.0,68.0,87.0,39.0,1054,2.09867041564,0.100427656448,2.03023395324,0.105677903728,2.04956743955,0.111204203411,0.49574137931,0.0178021311634,0.0,2.44948974278,4.8,1.46969384567,1.975,1.24473892845,2.8,1.46969384567,4.0,0.65978216102,0.613219340884,0.600849049149,0.600064118213,0.600001548994
0.0,0.0,0.0,0.0,22.0,0.0,18.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,14.0,28.0,16.0,20.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,1055,,,,,2.12730751432,0.148469392297,0.498,1.66533453694e-16,0.0,2.44948974278,4.8,1.46969384567,2.2,1.46969384567,2.8,1.46969384567,2.0,0.721110255093,0.654213262038,0.615030331487,0.604895199409,0.601032460193
6.0,2.0,4.0,2.0,93.0,0.0,132.0,156.0,27.0,0.0,8.0,23.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,4.0,24.0,0.0,20.0,30.0,32.0,22.0,0.0,9.0,14.0,336.0,222.0,528.0,52.0,56.0,0.0,32.0,96.0,21.0,0.0,21.0,18.0,21.0,1056,2.14710867201,0.0344154585775,2.15305523977,0.0327138718922,2.16268725504,0.0386810163378,0.50802173913,0.0274459857922,0.0,2.44948974278,4.8,1.46969384567,2.0375,1.3457688323,2.8,1.46969384567,4.0,0.670121257684,0.621561113195,0.603002941825,0.600495900417,0.600038273016
34.0,29.0,17.0,16.0,13.0,2.0,27.0,31.0,14.0,1.0,10.0,20.0,54.0,10.0,28.0,28.0,14.0,2.0,4.0,14.0,69.0,4.0,91.0,138.0,71.0,8.0,3.0,2.0,5.0,340.0,146.0,602.0,2.0,0.0,0.0,0.0,4.0,40.0,0.0,53.0,83.0,39.0,1057,1.99235115237,0.150569419834,1.9933670712,0.138198601682,1.9122157616,0.0837715176601,0.532762295082,0.0392388761054,0.0,2.44948974278,4.8,1.46969384567,1.625,0.885649479196,2.8,1.46969384567,4.0,0.654790042685,0.61222047498,0.600934554017,0.600090807722,0.60000330878
47.0,17.0,44.0,18.0,9.0,0.0,15.0,11.0,6.0,0.0,2.0,8.0,40.0,0.0,30.0,28.0,34.0,0.0,16.0,46.0,65.0,0.0,88.0,105.0,69.0,6.0,0.0,4.0,5.0,360.0,198.0,624.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,115.0,78.0,62.0,1058,2.0069708246,0.0349780521491,1.99821233939,0.0347958915347,1.98675012631,0.0267381752046,0.524471014493,0.0402512385315,0.0,2.44948974278,4.8,1.46969384567,1.6375,0.869536514472,2.8,1.46969384567,4.0,0.656458300275,0.611980678785,0.600713571507,0.600049879858,0.600001065806
24.0,14.0,20.0,16.0,25.0,2.0,42.0,68.0,17.0,2.0,12.0,32.0,46.0,6.0,20.0,24.0,14.0,0.0,8.0,0.0,61.0,0.0,80.0,126.0,50.0,14.0,2.0,8.0,5.0,340.0,134.0,610.0,12.0,8.0,4.0,4.0,10.0,36.0,0.0,49.0,64.0,34.0,1059,2.01816121351,0.14103846601,2.01961016467,0.165515447195,1.96691682717,0.10892054962,0.528663934426,0.0386017095212,0.0,2.44948974278,4.8,1.46969384567,1.6875,0.982264602844,2.8,1.46969384567,4.0,0.648315123994,0.609204148903,0.600528619283,0.600040003202,0.600001019581
26.0,7.0,11.0,14.0,38.0,0.0,29.0,54.0,30.0,0.0,5.0,20.0,30.0,0.0,14.0,8.0,12.0,0.0,6.0,8.0,47.0,0.0,75.0,77.0,63.0,10.0,0.0,4.0,9.0,284.0,112.0,364.0,8.0,6.0,2.0,2.0,6.0,31.0,0.0,39.0,51.0,30.0,1060,1.93580772651,0.0904991413236,1.9761485069,0.0895553576982,2.02126080611,0.080616457735,0.522482758621,0.0370780822791,0.0,2.44948974278,4.8,1.46969384567,1.7125,1.01481217474,2.8,1.46969384567,4.0,0.646384173692,0.608234278403,0.600400334528,0.600025947299,0.600000537119
27.0,11.0,34.0,8.0,30.0,0.0,41.0,44.0,23.0,0.0,8.0,23.0,28.0,0.0,16.0,40.0,32.0,0.0,10.0,14.0,59.0,0.0,80.0,74.0,74.0,12.0,0.0,4.0,20.0,360.0,198.0,624.0,8.0,0.0,0.0,4.0,4.0,49.0,0.0,77.0,82.0,46.0,1061,2.03538538059,0.0345597337154,2.03550894494,0.0380502025391,2.04502602789,0.0319161289538,0.522884057971,0.038422531219,0.0,2.44948974278,4.8,1.46969384567,1.7125,1.01481217474,2.8,1.46969384567,4.0,0.646384173692,0.608234278403,0.600400334528,0.600025947299,0.600000537119
3.0,2.0,0.0,2.0,79.0,0.0,91.0,137.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,18.0,0.0,2.0,8.0,3.0,0.0,7.0,5.0,3.0,34.0,0.0,13.0,13.0,284.0,112.0,364.0,56.0,52.0,14.0,10.0,86.0,34.0,0.0,44.0,53.0,26.0,1062,1.96830963461,0.0485103925553,2.0726821464,0.123685570219,2.07527122723,0.125502315631,0.495974137931,0.0129830534152,0.0,2.44948974278,4.8,1.46969384567,2.05,1.33135269557,2.8,1.46969384567,4.0,0.666848933417,0.618012163394,0.601957687127,0.600264077107,0.600015422042
18.0,4.0,8.0,6.0,9.0,5.0,10.0,36.0,15.0,0.0,5.0,21.0,106.0,0.0,34.0,42.0,0.0,0.0,0.0,2.0,88.0,20.0,97.0,114.0,66.0,2.0,0.0,2.0,2.0,280.0,198.0,360.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,17.0,20.0,6.0,1063,1.96176053834,0.109777215911,1.92554098868,0.106717239848,2.0114853612,0.0908714928981,0.552898148148,0.0297109344552,0.0,2.44948974278,4.8,1.46969384567,1.55,0.804673846972,2.8,1.46969384567,4.0,0.674536878162,0.624239073962,0.603704926175,0.600667416285,0.600058568019
8.0,0.0,6.0,0.0,17.0,0.0,16.0,30.0,10.0,0.0,6.0,8.0,18.0,0.0,8.0,2.0,2.0,0.0,0.0,2.0,25.0,0.0,26.0,40.0,5.0,8.0,0.0,2.0,2.0,132.0,36.0,142.0,4.0,2.0,0.0,0.0,4.0,16.0,0.0,11.0,11.0,5.0,1064,2.03735866322,0.0670906037372,2.02801138065,0.0732489790011,2.04956895998,0.0578178586229,0.524155172414,0.0376122695151,0.0,2.44948974278,4.8,1.46969384567,1.725,1.04851084878,2.8,1.46969384567,4.0,0.649037749287,0.609456651342,0.600543598408,0.600040685265,0.600001025395
3.0,0.0,1.0,0.0,7.0,0.0,9.0,7.0,10.0,0.0,0.0,5.0,32.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,32.0,0.0,28.0,19.0,25.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,4.0,1065,1.99996198884,0.0579442128935,1.92976793389,0.0,2.01415096918,0.0533502275966,0.552875,0.0283153558162,0.0,2.44948974278,4.8,1.46969384567,1.56666666667,0.843932593411,2.8,1.46969384567,4.0,0.674948557711,0.624310350405,0.603706029868,0.600667429473,0.600058568034
12.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,32.0,0.0,0.0,10.0,8.0,0.0,14.0,7.0,9.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,26.0,18.0,27.0,1066,2.01665977695,0.0568191388862,2.01299305766,0.0576428719064,,,0.5014,0.0328,0.0,2.44948974278,4.8,1.46969384567,1.7,0.9,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008
0.0,0.0,0.0,0.0,31.0,15.0,15.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,26.0,42.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,15.0,14.0,280.0,198.0,264.0,10.0,0.0,0.0,0.0,12.0,77.0,13.0,109.0,97.0,52.0,1067,,,2.00531814932,0.100780621112,2.17504794809,0.000144038783967,0.488731481481,0.00588092724089,0.0,2.44948974278,4.8,1.46969384567,1.9125,1.15318851451,2.8,1.46969384567,3.0,0.674768478813,0.622469770525,0.603028283667,0.600496581563,0.600038276226
20.0,10.0,11.0,13.0,15.0,2.0,14.0,20.0,3.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,80.0,0.0,28.0,46.0,20.0,4.0,21.0,29.0,17.0,19.0,0.0,3.0,2.0,280.0,198.0,264.0,0.0,2.0,2.0,0.0,0.0,73.0,22.0,89.0,121.0,55.0,1068,1.99211231893,0.112962595576,2.01010955948,0.109578849362,1.9878399148,0.115984081045,0.501990740741,0.0313045066482,0.0,2.44948974278,4.8,1.46969384567,1.7625,0.990501766783,2.8,1.46969384567,4.0,0.67058742905,0.62165209851,0.603004728357,0.600495927674,0.600038273062
27.0,9.0,10.0,22.0,21.0,0.0,26.0,41.0,9.0,0.0,3.0,15.0,26.0,0.0,6.0,6.0,42.0,0.0,14.0,18.0,40.0,0.0,46.0,60.0,19.0,21.0,0.0,5.0,7.0,284.0,112.0,364.0,2.0,2.0,2.0,0.0,4.0,55.0,0.0,73.0,86.0,39.0,1069,1.98698443035,0.0904006219572,1.96691783785,0.0920490743147,1.99063034173,0.0900577581011,0.515629310345,0.0375640901,0.0,2.44948974278,4.8,1.46969384567,1.75,1.01857743937,2.8,1.46969384567,4.0,0.649037749287,0.609456651342,0.600543598408,0.600040685265,0.600001025395
20.0,6.0,7.0,9.0,31.0,12.0,29.0,74.0,10.0,0.0,6.0,12.0,4.0,0.0,0.0,4.0,40.0,0.0,14.0,14.0,22.0,3.0,34.0,28.0,19.0,31.0,0.0,7.0,9.0,280.0,198.0,264.0,6.0,8.0,0.0,4.0,10.0,55.0,13.0,61.0,75.0,41.0,1070,1.98096093484,0.0947957914471,2.03709256541,0.113406177907,2.06942584407,0.110845235181,0.505435185185,0.0316325175952,0.0,2.44948974278,4.8,1.46969384567,1.825,1.10425314127,2.8,1.46969384567,4.0,0.648315123994,0.609204148903,0.600528619283,0.600040003202,0.600001019581
41.0,13.0,27.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,10.0,10.0,64.0,0.0,20.0,32.0,50.0,0.0,60.0,75.0,49.0,0.0,0.0,0.0,0.0,284.0,112.0,364.0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,82.0,105.0,71.0,1071,1.94642023112,0.0859017003858,1.93957975625,0.0857401567777,,,0.520344827586,0.04060811526,0.0,2.44948974278,4.8,1.46969384567,1.6375,0.840293847413,2.8,1.46969384567,3.0,0.66544158271,0.615949576325,0.601335025845,0.600139572877,0.600005793127
16.0,5.0,7.0,12.0,58.0,0.0,53.0,88.0,27.0,0.0,9.0,28.0,20.0,0.0,6.0,6.0,6.0,0.0,2.0,2.0,36.0,0.0,55.0,59.0,34.0,18.0,0.0,6.0,7.0,284.0,112.0,364.0,30.0,14.0,2.0,8.0,28.0,22.0,0.0,34.0,38.0,21.0,1072,1.96160100696,0.0939223788953,1.97412845557,0.0978796252081,2.04512186471,0.0975936880772,0.516948275862,0.0339199983805,0.0,2.44948974278,4.8,1.46969384567,1.8125,1.14120276463,2.8,1.46969384567,4.0,0.645416532171,0.607621245142,0.600299663826,0.600014512302,0.600000184882
0.0,0.0,0.0,0.0,132.0,0.0,132.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,0.0,312.0,246.0,504.0,116.0,180.0,0.0,66.0,190.0,6.0,0.0,6.0,3.0,4.0,1073,,,2.19192466496,2.82998505201e-06,2.2189328713,0.0391290638479,0.497434782609,0.0026511045599,0.0,2.44948974278,4.8,1.46969384567,2.1875,1.45854165179,2.8,1.46969384567,3.0,0.714361603111,0.649654648891,0.612914834087,0.603938535376,0.600753184295
29.0,13.0,21.0,22.0,22.0,0.0,37.0,51.0,14.0,2.0,9.0,26.0,46.0,4.0,28.0,10.0,18.0,6.0,8.0,16.0,59.0,3.0,74.0,116.0,58.0,14.0,5.0,4.0,7.0,340.0,134.0,610.0,4.0,10.0,4.0,4.0,4.0,41.0,0.0,60.0,86.0,46.0,1074,2.01626840519,0.154995765822,1.99237474582,0.124184877077,1.9965911368,0.147238760614,0.527,0.0389646750486,0.0,2.44948974278,4.8,1.46969384567,1.6875,0.96945538835,2.8,1.46969384567,4.0,0.647832925992,0.60877230571,0.600436501418,0.600027828343,0.60000055693
6.0,3.0,3.0,2.0,76.0,0.0,110.0,128.0,41.0,0.0,15.0,48.0,18.0,0.0,4.0,28.0,0.0,0.0,0.0,2.0,49.0,0.0,49.0,42.0,82.0,12.0,0.0,4.0,10.0,336.0,222.0,540.0,30.0,50.0,0.0,24.0,90.0,13.0,0.0,15.0,15.0,13.0,1075,2.11882164684,0.0361912430739,2.11576642467,0.0345223126078,2.11706379561,0.037742428641,0.521275362319,0.0341273760899,0.0,2.44948974278,4.8,1.46969384567,1.9125,1.25691835455,2.8,1.46969384567,4.0,0.658359704113,0.613935270783,0.601208451323,0.60013188215,0.600005674978
4.0,0.0,1.0,1.0,22.0,0.0,23.0,26.0,12.0,0.0,1.0,7.0,4.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,13.0,0.0,15.0,14.0,9.0,1.0,0.0,1.0,2.0,98.0,28.0,102.0,16.0,10.0,0.0,8.0,10.0,8.0,0.0,7.0,6.0,0.0,1076,2.03276803029,0.107969208246,2.08844472571,0.100219443071,2.04196849405,0.102595044574,0.516441860465,0.0336260573971,0.0,2.44948974278,4.8,1.46969384567,1.9,1.2409673646,2.8,1.46969384567,4.0,0.654790042685,0.61222047498,0.600934554017,0.600090807722,0.60000330878
14.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,0.0,60.0,184.0,12.0,0.0,12.0,8.0,14.0,0.0,0.0,0.0,0.0,360.0,198.0,624.0,0.0,0.0,0.0,0.0,0.0,126.0,0.0,198.0,190.0,118.0,1077,2.00280094362,0.000114047436499,2.0286641049,0.0361772662291,,,0.492130434783,0.0231052494465,0.0,2.44948974278,4.8,1.46969384567,1.775,0.961444226151,2.8,1.46969384567,3.0,0.707990112925,0.645331440337,0.611030973092,0.603143271607,0.600543476214
20.0,4.0,13.0,4.0,38.0,0.0,65.0,68.0,36.0,0.0,8.0,49.0,52.0,0.0,32.0,66.0,2.0,0.0,2.0,4.0,82.0,0.0,111.0,102.0,95.0,6.0,0.0,2.0,6.0,360.0,198.0,624.0,10.0,14.0,10.0,4.0,22.0,18.0,0.0,25.0,27.0,19.0,1078,2.03692244925,0.0340904067875,2.04327740729,0.0353832430581,2.04875873568,0.0373978481113,0.537304347826,0.0361415511597,0.0,2.44948974278,4.8,1.46969384567,1.7,1.0295630141,2.8,1.46969384567,4.0,0.654790042685,0.61222047498,0.600934554017,0.600090807722,0.60000330878
24.0,18.0,15.0,14.0,17.0,3.0,34.0,42.0,19.0,0.0,18.0,25.0,70.0,10.0,34.0,42.0,6.0,0.0,2.0,2.0,83.0,0.0,104.0,165.0,64.0,7.0,1.0,3.0,4.0,340.0,142.0,606.0,6.0,4.0,2.0,2.0,6.0,22.0,0.0,35.0,49.0,34.0,1079,2.00756949149,0.147558825185,1.96337998636,0.134764799178,1.94541720435,0.115732668676,0.542598360656,0.0357841112823,0.0,2.44948974278,4.8,1.46969384567,1.625,0.913441295322,2.8,1.46969384567,4.0,0.658596993616,0.614876922514,0.60150677815,0.600186792228,0.600009462658
0.0,0.0,0.0,0.0,103.0,0.0,148.0,171.0,32.0,0.0,16.0,40.0,10.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,35.0,0.0,35.0,28.0,46.0,0.0,0.0,0.0,0.0,336.0,222.0,540.0,78.0,78.0,0.0,38.0,118.0,0.0,0.0,0.0,0.0,0.0,1080,2.14772366206,0.034148448201,,,2.1550311397,0.0384458324742,0.5155,0.0300208261046,0.0,2.44948974278,4.8,1.46969384567,2.0,1.3416407865,2.8,1.46969384567,3.0,0.678232998313,0.624879976953,0.603719041214,0.600667715689,0.600058569008
2.0,1.0,2.0,0.0,13.0,0.0,18.0,12.0,10.0,2.0,0.0,5.0,12.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,21.0,0.0,12.0,14.0,20.0,4.0,1.0,0.0,0.0,76.0,36.0,60.0,4.0,4.0,0.0,0.0,4.0,6.0,0.0,4.0,4.0,7.0,1081,2.08736707922,0.0556370558747,2.06770579225,0.0590018549907,2.07225445392,0.058814300052,0.532275,0.0367436984393,0.0,2.44948974278,4.8,1.46969384567,1.8,1.13724814062,2.8,1.46969384567,4.0,0.648074069841,0.608720380868,0.600398418854,0.600021891413,0.60000032823
2.0,1.0,0.0,1.0,114.0,0.0,138.0,205.0,12.0,0.0,5.0,16.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,7.0,18.0,15.0,15.0,0.0,4.0,5.0,336.0,222.0,528.0,86.0,96.0,0.0,52.0,138.0,12.0,0.0,12.0,6.0,15.0,1082,2.1765800737,0.0348863839263,2.19060344717,0.0337017734914,2.18909150758,0.0387073906789,0.502869565217,0.0201241890959,0.0,2.44948974278,4.8,1.46969384567,2.1125,1.4052913399,2.8,1.46969384567,4.0,0.689882236327,0.633727560228,0.606610476277,0.60151571754,0.600190001733
16.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0,2.0,8.0,0.0,0.0,2.0,23.0,0.0,23.0,17.0,21.0,0.0,0.0,0.0,0.0,76.0,42.0,58.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,17.0,8.0,15.0,1083,1.98448368589,0.0574357527498,1.98209216045,0.0578932169063,,,0.53215,0.0405361258632,0.0,2.44948974278,4.8,1.46969384567,1.56666666667,0.760847480701,2.8,1.46969384567,3.0,0.664997911442,0.615638250149,0.601260505751,0.600126159039,0.600004910788
0.0,0.0,0.0,0.0,31.0,0.0,25.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,76.0,24.0,72.0,12.0,26.0,6.0,0.0,12.0,9.0,0.0,5.0,5.0,4.0,1084,,,2.2043692999,0.0522074526513,2.19481250603,0.0546846898558,0.495075,0.00542857025376,0.0,2.44948974278,4.8,1.46969384567,2.13333333333,1.4079141388,2.8,1.46969384567,3.0,0.689605362186,0.632747997202,0.606222288559,0.601390371699,0.600167833832
49.0,33.0,20.0,31.0,6.0,0.0,9.0,17.0,6.0,0.0,2.0,7.0,38.0,4.0,32.0,26.0,26.0,10.0,12.0,24.0,59.0,4.0,90.0,121.0,75.0,4.0,2.0,0.0,4.0,340.0,154.0,594.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,69.0,111.0,62.0,1085,1.96942288564,0.132064106394,1.97228611339,0.157069329591,1.97843985262,0.0716795057475,0.525295081967,0.0404522970481,0.0,2.44948974278,4.8,1.46969384567,1.6125,0.82906196994,2.8,1.46969384567,4.0,0.65978216102,0.613219340884,0.600849049149,0.600064118213,0.600001548994
0.0,0.0,0.0,0.0,81.0,0.0,128.0,156.0,50.0,0.0,12.0,61.0,16.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,57.0,0.0,57.0,39.0,63.0,0.0,0.0,0.0,0.0,336.0,222.0,540.0,50.0,56.0,0.0,30.0,116.0,0.0,0.0,0.0,0.0,0.0,1086,2.10318071329,0.0263919586389,,,2.12824681007,0.0396602976662,0.5265,0.0339742549587,0.0,2.44948974278,4.8,1.46969384567,1.9,1.26095202129,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
5.0,6.0,6.0,1.0,24.0,0.0,33.0,65.0,32.0,4.0,11.0,40.0,104.0,24.0,58.0,46.0,0.0,0.0,2.0,0.0,93.0,8.0,125.0,171.0,111.0,2.0,0.0,1.0,0.0,340.0,146.0,602.0,0.0,8.0,2.0,6.0,10.0,5.0,0.0,8.0,11.0,10.0,1087,1.97210583956,0.148174217867,1.99510193477,0.0791475982015,2.00714458546,0.126726914711,0.55006557377,0.0304202094454,0.0,2.44948974278,4.8,1.46969384567,1.575,0.862771696337,2.8,1.46969384567,4.0,0.675462804305,0.624399423077,0.603707572846,0.600667452151,0.600058568073
15.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,26.0,0.0,0.0,8.0,13.0,0.0,14.0,7.0,11.0,0.0,0.0,0.0,0.0,76.0,36.0,64.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,26.0,18.0,25.0,1088,2.00795779393,0.057152047888,2.00529526496,0.0576968800774,,,0.51165,0.0384067376902,0.0,2.44948974278,4.8,1.46969384567,1.66666666667,0.86922698736,2.8,1.46969384567,3.0,0.669991708075,0.619136269825,0.602130825754,0.600295470186,0.600018058894
7.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,0.0,0.0,4.0,9.0,0.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,38.0,14.0,28.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,10.0,6.0,1089,1.96529952066,0.0794993242371,1.92965060962,0.0853553521713,,,0.518545454545,0.0403166188075,0.0,2.44948974278,4.8,1.46969384567,1.65,0.852936105462,2.8,1.46969384567,3.0,0.667083203206,0.617100579278,0.601615505414,0.600191932328,0.600009519758
8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,0.0,2.0,12.0,0.0,9.0,8.0,7.0,0.0,0.0,0.0,0.0,38.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,8.0,3.0,1090,1.93420259615,0.0806953092425,1.93372249585,0.0883894594548,,,0.529727272727,0.040830227014,0.0,2.44948974278,4.8,1.46969384567,1.6,0.8,2.8,1.46969384567,3.0,0.663324958071,0.614463365137,0.600984418749,0.60007835456,0.60000203218
5.0,0.0,1.0,0.0,5.0,0.0,1.0,3.0,5.0,0.0,1.0,0.0,40.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,30.0,0.0,37.0,22.0,28.0,0.0,0.0,0.0,0.0,76.0,42.0,58.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,1.0,4.0,1091,1.97694461897,0.0578084283841,1.97699168986,0.0577508065444,1.97695730065,0.0577930269807,0.548125,0.0328536052055,0.0,2.44948974278,4.8,1.46969384567,1.5,0.718795288428,2.8,1.46969384567,4.0,0.687992248018,0.632562929044,0.606220460375,0.601390354302,0.600167833815
19.0,8.0,26.0,6.0,26.0,0.0,44.0,46.0,22.0,0.0,8.0,27.0,66.0,0.0,26.0,66.0,20.0,0.0,4.0,10.0,84.0,0.0,113.0,106.0,96.0,11.0,0.0,3.0,12.0,360.0,198.0,624.0,2.0,4.0,4.0,4.0,10.0,28.0,0.0,46.0,43.0,28.0,1092,2.01975451486,0.0339571844135,2.0289761781,0.0365313683215,2.02727620517,0.0367291247787,0.537362318841,0.0371873326627,0.0,2.44948974278,4.8,1.46969384567,1.6625,0.961037850451,2.8,1.46969384567,4.0,0.65263887411,0.611563193755,0.600903000971,0.600089586873,0.60000330006
31.0,11.0,22.0,9.0,9.0,4.0,4.0,23.0,6.0,0.0,3.0,2.0,18.0,0.0,6.0,14.0,66.0,0.0,20.0,28.0,38.0,10.0,44.0,55.0,33.0,9.0,0.0,1.0,3.0,280.0,198.0,264.0,0.0,0.0,0.0,0.0,0.0,61.0,14.0,76.0,93.0,40.0,1093,2.00939224349,0.100053228836,1.95290242282,0.11074668349,2.09452587353,0.000186219038617,0.514935185185,0.0385203825671,0.0,2.44948974278,4.8,1.46969384567,1.6875,0.916429893663,2.8,1.46969384567,4.0,0.660255632312,0.614473710857,0.601236871573,0.600133265179,0.600005689705
18.0,6.0,10.0,9.0,38.0,10.0,41.0,75.0,14.0,0.0,6.0,11.0,18.0,0.0,4.0,6.0,16.0,0.0,12.0,14.0,30.0,5.0,41.0,33.0,25.0,29.0,0.0,4.0,12.0,280.0,198.0,264.0,8.0,20.0,0.0,8.0,12.0,40.0,13.0,42.0,66.0,34.0,1094,1.99566859852,0.104320216762,2.06290309334,0.10807253086,2.02978563418,0.116126115682,0.512351851852,0.0343382722485,0.0,2.44948974278,4.8,1.46969384567,1.8,1.1,2.8,1.46969384567,4.0,0.643234016513,0.606667530423,0.600211228778,0.600008151331,0.600000075703
