ID,NAME,Pred-Boosting,Pred-MLR,Pred-PLS,Pred-SVM,SMILES,permability,set
D-1917,MEN15716,-5.391040299299999,-5.0845058797,-5.0845058746,-5.2732407773,s1c2cc(N(CC)CC)ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1,-4.997839,Tr
D-1918,-,-4.6591481169,-4.6297408582,-4.6297407861,-4.8394130149,OC(=O)c1ccncc1,-5.1900001,Tr
D-1919,-,-5.201141950799999,-4.9013473347000005,-4.9013473495,-5.2660109477,n1cc(N)ccc1,-4.5380535,Tr
D-1920,-,-5.2514074544,-4.9796457849,-4.9796457925999995,-5.247079665899999,O=C(N)c1ccncc1,-4.2782722,Tr
D-1921,-,-4.1156557453,-3.8800359079000004,-3.8800359082,-4.1811740852999995,Clc1ccncc1,-4.220202,Tr
D-1924,-,-5.514867218200001,-5.240047139800001,-5.2400471388,-5.3132457861,OCc1ccncc1,-4.0902224,Tr
D-1925,-,-4.0307755912,-4.0242770134,-4.0242769763,-4.1983664555,n1ccc(cc1)-c1ccccc1,-4.0680037,Tr
D-1926,-,-4.4631953312,-3.9236305808,-3.9236305519999997,-4.4445791098,n1ccc(N)cc1,-4.0202255,Tr
D-1928,-,-4.6410454074,-4.276875754700001,-4.2768757310000005,-4.4380367034,n1ccc(cc1)CC,-3.9723473,Tr
D-1929,-,-4.3872286056,-4.2450896075,-4.2450896163,-4.0480792535,n1ccccc1,-3.9703081,Tr
D-1930,-,-5.3406840715,-5.1535702451,-5.1535702401,-5.5934690103,n1ccc(cc1)C,-3.9612867999999994,Tr
D-1932,-,-4.0427687361,-3.7183452927999996,-3.7183452932,-3.8348745392000003,n1cc(ccc1)-c1ccccc1,-3.8880284,Tr
D-1934,4'-Cl BZT,-4.5766517363,-4.4887886912,-4.4887886474,-4.6790380836,Clc1ccc(cc1)C(OC1CC2N([C@@H](C1)CC2)C)c1ccccc1,-4.9114642,Tr
D-1935,"3',4''-diCl BZT",-4.3613053685,-4.1821960489,-4.1821960593,-4.1077693164,Clc1cc(ccc1)C(OC1CC2N([C@@H](C1)CC2)C)c1ccc(Cl)cc1,-5.5975828000000005,Tr
D-1939,7-MF,-4.3051447186,-3.8065531504,-3.8065531323000004,-4.1327925155,O1c2c(ccc(OC)c2)C(=O)C=C1c1ccccc1,-4.6479459,Tr
D-1941,"5,7-DMF",-5.0549592906,-4.967988547,-4.9679885847000005,-5.1534384857,O1c2c(C(=O)C=C1c1ccccc1)c(OC)cc(OC)c2,-4.6313224,Tr
D-1942,"5,7,4'-TMF",-5.1132171218,-4.8062255493,-4.8062255486000005,-5.1195922784,O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(OC)cc(OC)c2,-4.5595455000000005,Tr
D-1944,"7,4'-DHF",-4.5267624785,-4.2410378492000005,-4.2410378351,-4.4433127518,O1c2c(ccc(O)c2)C(=O)C=C1c1ccc(O)cc1,-5.2123351,Tr
D-1945,"Chrysin (5,7-DHF)",-4.3604370477,-4.2126250327,-4.2126250384,-4.4080572643,O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2,-5.0105972,Tr
D-1946,"Apigenin (5,7,4'-THF)",-4.7697705301,-4.7019160546,-4.7019160538,-4.6915720882,O1c2c(C(=O)C=C1c1ccc(O)cc1)c(O)cc(O)c2,-4.9821801,Tr
D-1947,12d,-4.8184901287,-4.71976733,-4.7197673356,-4.6720258601,S(=O)(=O)(N(Cc1ccccc1)CCN(Cc1n(cnc1)C)c1ccc(cc1)C#N)c1ncn(c1)C,-5.9593034000000005,Tr
D-1950,12q,-4.8555151532,-5.060266174,-5.0602661722,-4.9375494996,S(=O)(=O)(N(CC1CCCCC1)CCN(Cc1n(cnc1)C)c1ccc(cc1)C#N)c1ncn(c1)C,-5.8219547,Tr
D-1954,Biotin-Saquinavir,-5.2217536408,-4.968303092,-4.968303074,-4.892165219,S1CC2NC(=O)NC2C1CCCCC(OC([C@@H](NC(=O)[C@@H](NC(=O)c1nc2c(cc1)cccc2)CC(=O)N)Cc1ccccc1)CN1CC2C(C[C@H]1C(=O)NC(C)(C)C)CCCC2)=O,-6.4094677,Tr
D-1958,G6191,-4.4352065089999995,-4.0610441539,-4.0610441532,-4.4305239936000005,O=C1N(CC(=O)N(c2c1cc(NCc1ccc(cc1)C(N)=N)cc2)C)CCC(O)=O,-6.4579659000000005,Tr
D-1961,G6262,-4.7744740617,-4.5208185765,-4.5208185925999995,-4.6035326202,O(Cc1ccc(cc1)C(N)=N)c1cc2c(N(C)C(=O)CN(CCC(OCC)=O)C2=O)cc1,-6.3682656,Tr
D-1962,G6264,-6.394088976799999,-6.0934058415,-6.09340584,-5.7453856366,O=C1N(CC(=O)N(c2c1cc(NCc1ccc(cc1)C(N)=N)cc2)C)CCC(OCC)=O,-6.8519359,Tr
D-1968,XP13512,-6.7193992911,-6.372491151699999,-6.372491158,-6.585795255700001,O(C(OC(=O)NCC1(CCCCC1)CC(O)=O)C)C(=O)C(C)C,-4.5093193,Tr
D-1969,20(S)-camptothecin (CPT),-5.483595981000001,-5.0625518591,-5.062551848,-5.2109954768,O1CC2=C(C=C3N(c4c(nc5c(c4)cccc5)C3)C2=O)[C@](O)(CC)C1=O,-4.3318486,Tr
D-1970,353462,-4.3738576852,-4.8789005339,-4.8789004842,-4.555820172200001,S(=O)(=O)(n1c2cc(ccc2nc1N)C(C(=O)N)c1cc(F)ccc1)NC(=O)N(C)C,-4.1700001,Tr
D-1971,366853,-5.7973513013,-5.0340033525,-5.0340034269,-5.5992145754,Fc1c(cccc1F)C(C(=O)N)c1cc2n(C(C)C)c(nc2cc1)N,-5.187450900000001,Tr
D-1978,"(2E,4Z)-N-(2-methylbutyl)dodeca-2,4-diene-8,10-diynamide (8) mw= 257",-5.4646722626,-5.1793252208,-5.1793252007,-5.0943930395,O=C(NCC(CC)C)\C=C\C=C/CCC#CC#CC,-4.1224694,Tr
D-1979,"(2E)-N-(2-methylbutyl)dodeca-2-ene-8,10-diynamide (9) mw = 259",-5.0013033575,-4.9716830729,-4.971683072699999,-5.0046455552,O=C(NCC(CC)C)\C=C\CCCCC#CC#CC,-4.2295737,Tr
D-1987,CPU-86017,-4.1962395855,-4.1643916629,-4.164391662,-3.9823207805000003,Clc1ccc(cc1)C[N+]12C(Cc3c(C1)c(OC)c(OC)cc3)c1c(CC2)cc2OCOc2c1.[Cl-],-6.2314224000000005,Tr
D-1990,Harmol,-5.2358204625,-5.5345240917,-5.534524059,-5.6358437551,Oc1cc2[nH]c3c(c2cc1)ccnc3C,-5.302258999999999,Tr
D-1999,CF 1525 (p-Me),-5.516627090399999,-5.6951533589,-5.695153340399999,-5.8065996063,P(Oc1ccc(cc1)C)(OC[C@H]1O[C@@H](N2C=C(C)C(=O)NC2=O)C=C1)(=O)NC(C(OC)=O)C,-5.8474512,Tr
D-2000,CF 1523 (p-Cl),-5.839340372000001,-5.8606508067,-5.8606507796,-5.848121580499999,Clc1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,-5.7328787000000005,Tr
D-2001,CF 1517 (p-Br),-5.7987574761000005,-5.8090175059,-5.8090174962,-5.8310637511,Brc1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,-5.6954093,Tr
D-2002,CF 1572 (p-I),-5.7278381757000005,-5.703801368500001,-5.703801362799999,-5.7386305023,Ic1ccc(OP(OC[C@H]2O[C@@H](N3C=C(C)C(=O)NC3=O)C=C2)(=O)NC(C(OC)=O)C)cc1,-5.130000099999999,Tr
D-2004,Roxithromycin,-5.4912906523,-5.6257916061,-5.6257915986,-5.621728580499999,O1[C@@H](CC)[C@@](O)(C)[C@H](O)[C@@H](C)\C(=N\OCOCCOC)\[C@@H](C[C@@](O)(C)[C@@H](O[C@@H]2O[C@@H](C[C@H](N(C)C)[C@H]2O)C)[C@@H](C)[C@@H](O[C@H]2O[C@H](C)[C@@H](O)[C@@](OC)(C2)C)[C@H](C)C1=O)C,-5.739718900000001,Tr
D-2005,"2-Amino-1-methyl-6-phenylimidazo-[4,5-b]pyridine (PhIP)",-5.2306370465,-5.2296266982,-5.22962675,-5.1695510296,n1c2ncc(cc2n(C)c1N)-c1ccccc1,-4.820511799999999,Tr
D-2008,8,-4.2441301707,-4.6191451892,-4.6191450844,-4.6281082859,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C#N)c1ccc(cc1OC)C,-5.1011863,Tr
D-2010,10,-5.0538636751,-4.9996428319,-4.9996428299,-4.7358909894,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(F)cc2)c1ccc(cc1OC)C,-4.6994848,Tr
D-2011,11,-4.9852916744,-5.2392059962,-5.2392059917000005,-4.9553374125,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)C(=O)C)c1ccc(cc1OC)C,-5.8519359,Tr
D-2012,12,-4.7927244127,-4.9731894241,-4.9731894189,-4.790241372200001,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)COC)c1ccc(cc1OC)C,-5.3005152,Tr
D-2014,14,-5.2205319685000005,-5.2714725161,-5.2714724983,-4.895710021,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)C)cc(cc2)CO)c1ccc(cc1)C,-5.769775900000001,Tr
D-2015,15,-5.3232528402999995,-5.1752742435000005,-5.1752742525,-5.0195340752,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)CCOC)cc(cc2)COC)c1ccc(cc1OC)C,-5.7979398,Tr
D-2016,16,-4.0169543241,-4.2273534498,-4.2273534675999995,-3.9074281665,S(=O)(=O)(NC(=O)C(c1cc2OCOc2cc1)c1c2c(n(c1)CCOC)cc(F)cc2)c1ccc(cc1OC)C,-5.720623000000001,Tr
D-2023,14c,-5.2076082893999995,-5.3197843033,-5.319784313,-4.9480798264,O1CCN(CC1)CCCNC(=O)[C@H](NC(=O)C1(NC(=O)c2n(c3c(c2)cccc3)C)CCCC1)Cc1ccccc1,-4.9723473,Tr
D-2027,21c,-5.3692590888,-5.3313257237,-5.3313257223,-5.3871196221,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCN1CCC(O)CC1)cccc2,-5.8519359,Tr
D-2028,25a,-5.0237642688,-5.1927635512,-5.1927635598,-5.118351799999999,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCCC(=O)N1CCC(N3CCOCC3)CC1)cccc2,-5.769775900000001,Tr
D-2031,25f,-5.6706536002,-5.2193909458,-5.2193909596,-5.503076662000001,s1c2c(cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCCC(=O)N1CCN(CC1)C1CCOCC1)cccc2,-5.8880281,Tr
D-2034,48d,-5.6491971349000005,-5.0082702936,-5.0082702826,-5.566284577899999,s1c2cc(ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1)C(F)(F)F,-5.1919103,Tr
D-2036,48e,-5.2760513212,-5.081288332200001,-5.0812883404,-5.137382013,s1c2cc(OC)ccc2cc1C(=O)NC1(CCCC1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC1CCN(CC1)CC1CCOCC1,-5.9593034000000005,Tr
D-2038,20E 22-ethyl ether (5),-4.6588046931000004,-4.9458098407,-4.9458098413,-4.6314741126,O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OCC)CCC(O)(C)C)C)[C@]1(CC2)C)C,-4.8600001,Tr
D-2039,20E 22-allyl ether (7),-5.0088801306,-4.8278605101,-4.8278605122,-4.7247025122,O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OCC=C)CCC(O)(C)C)C)[C@]1(CC2)C)C,-4.6900001,Tr
D-2040,20E 25-methyl ether (10),-4.7674637344,-5.0926576944,-5.0926577051,-4.6721678048,O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(OC)(C)C)C)[C@]1(CC2)C)C,-4.7600002,Tr
D-2043,PoA 22-methyl ether (18),-4.576468283500001,-5.0344715912,-5.034471602,-4.7475041836,O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](OC)CCC(C)C)C)[C@]1(CC2)C)C,-4.579999900000001,Tr
D-2045,20-Hydroxyecdysone (25),-4.899392918,-5.146166336499999,-5.1461663405,-4.9747127612,O=C1[C@@H]2C[C@@H](O)[C@@H](O)C[C@]2(C2C(=C1)[C@]1(O)CC[C@H]([C@@](O)([C@H](O)CCC(O)(C)C)C)[C@]1(CC2)C)C,-4.79,Tr
D-2047,Muristerone A (28),-5.4960931302,-5.4691400716,-5.4691400713,-5.2477811603,O=C1C=C2C([C@@]3(C[C@H](O)[C@H](O)C[C@@]13O)C)[C@@H](O)C[C@]1(C)[C@H](CC[C@]12O)[C@@](O)([C@H](O)CCC(C)C)C,-4.9000001,Tr
D-2050,"(E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl linoleate (1)",-5.3810060747,-5.2366255123,-5.2366255083999995,-5.2241256011,O(C)c1cc(ccc1OC)\C=C\CCOC(=O)CCCCCCC\C=C/C\C=C/CCCCC,-4.8498521,Tr
D-2051,"(E)-4-(3,4-dimethoxyphenyl)but-3-en-1-yl oleate (2)",-4.80094526,-4.9737793948,-4.9737793963,-4.4958351732,O(C)c1cc(ccc1OC)\C=C\CCOC(=O)CCCCCCC\C=C/CCCCCCCC,-5.0101638,Tr
D-2053,Compound D,-4.3278111681,-4.532920481600001,-4.532920435299999,-4.5171845229,O(C)c1cc(ccc1OC)\C=C\CCO,-4.8428431,Tr
D-2060,Rutaecarpine (RCP),-6.2582499198,-6.1691485036,-6.1691485061,-6.455591951900001,O=C1N2C(=Nc3c1cccc3)c1[nH]c3c(c1CC2)cccc3,-5.0582528,Tr
D-2061,Evodiamine (EDM),-5.0325433182,-5.0036419843,-5.0036419892,-4.9733002143,O=C1N2C(N(c3c1cccc3)C)c1[nH]c3c(c1CC2)cccc3,-4.632256,Tr
D-2064,YH439,-4.3109796197,-4.2119614025,-4.2119613981,-4.1808933718,s1cc(nc1NC(=O)\C(\C(OC(C)C)=O)=C\1/SCS/1)C,-4.5100002,Tr
D-2066,Choline,-4.8979958558,-4.6926481664,-4.6926481817,-5.0931094042,OCC[N+](C)(C)C,-4.9521427000000005,Tr
D-2067,Cerulenin,-4.581546679800001,-4.9958135942,-4.9958135944,-4.7042479725,O1[C@@H](C(=O)CC\C=C\C\C=C\C)[C@H]1C(=O)N,-5.4224062,Tr
D-2070,Rebaudioside A,-5.4713173728,-5.4355842392,-5.4355842358,-5.503991441599999,O1[C@@H](CO)[C@H](O)[C@@H](O)[C@H](O)C1OC(=O)[C@]1([C@H]2CC[C@]34CC([C@H](C3)C(O[C@H]3O[C@@H](CO)[C@H](O)C(O[C@H]5O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]5O)[C@@H]3O[C@H]3O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]3O)CC4[C@@]2(CCC1)C)=C)C,-6.9593034,Tr
D-2073,D-Phe-D-Ala-D-Ser-OH,-6.533036747300001,-6.6356302125,-6.635630230199999,-6.790663679800001,OC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](N)Cc1ccccc1)C)CO,-6.2819986,Tr
D-2081,"Dimethyl-4',4'-dimethoxy-5,6,5',6'-dimethylene dioxybiphenyl-2,2'-dicarboxylate (DDB)",-4.9562013932,-5.0543834026,-5.0543834063999995,-5.1630960093,O1c2c(OC1)c(OC)cc(C(OC)=O)c2-c1c2OCOc2c(OC)cc1C(OC)=O,-4.1687455,Tr
D-2082,Carbendazim,-6.5012949324000004,-6.0563962638,-6.0563962546,-6.4418913948,O(C(=O)Nc1[nH]c2c(n1)cccc2)C,-4.1011863,Tr
D-2083,Dexloxiglumide,-4.5496126802,-4.3899946418,-4.3899946559,-4.6964161021,Clc1cc(ccc1Cl)C(=O)N[C@H](CCC(O)=O)C(=O)N(CCCCC)CCCOC,-5.140130999999999,Tr
D-2086,Lys-FITC-OCH3,-6.4768108912,-6.360275185599999,-6.3602751712,-6.5861195420000005,S=C(Nc1cc2c(cc1)C1(OC2=O)c2c(Oc3c1ccc(O)c3)cc(O)cc2)NCCCC[C@@H](N)C(OC)=O,-5.8313413,Tr
D-2087,Neostenine,-5.4433886042,-5.5380795912,-5.5380795925,-5.5769430952,O1[C@H]2[C@H](C3C4N(CC3)CCCCC4[C@H]2CC)[C@H](C)C1=O,-4.9198675000000005,Tr
D-2090,Decursinol angelate (DA),-7.0882812093,-7.0818339375,-7.081833968300001,-7.1899128736,O1c2c(C[C@@H](OC(=O)\C=C(\C)/C)C1(C)C)cc1C=CC(Oc1c2)=O,-4.9204097,Tr
D-2091,Imidacloprid (IMI),-4.2867754386,-4.5780798394,-4.5780798438999994,-4.5649498377999995,Clc1ncc(cc1)CN1CCN=C1NN(O)O,-4.6677732,Tr
D-2095,Laudanosine (LAU),-5.0383376093,-4.9850013219,-4.9850012933,-5.2815018039999995,O(C)c1cc(ccc1OC)CC1N(CCc2c1cc(OC)c(OC)c2)C,-4.5497985,Tr
D-2096,Cepharanthine (CEP),-6.2520824435,-6.3559383580999995,-6.3559383765,-5.9728210372,O1c2cc3C(N(CCc3cc2OC)C)Cc2cc(Oc3ccc(CC4N(CCc5c4c1c1OCOc1c5)C)cc3)c(OC)cc2,-4.1877432,Tr
D-2102,Corynanthine (COR),-5.5072738511,-5.1857368192,-5.1857367964,-5.3518738125,O[C@@H]1CC[C@H]2[C@@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H]1C(OC)=O,-4.729893700000001,Tr
D-2107,Ac-Trp-Ala-Gly-Gly-Asp-Ala-NH2,-4.7254548131,-4.9075509219,-4.9075509225,-4.6935471501,OC(=O)CC(NC(=O)CNC(=O)CNC(=O)C(NC(=O)C(NC(=O)C)Cc1c2c([nH]c1)cccc2)C)C(=O)NC(C(=O)N)C,-7.4981046000000005,Tr
D-2108,Ac-Gly-Asn-Ala-NH2,-6.7217580289,-6.3702565161,-6.3702565379,-6.6126758062,O=C(N)C[C@H](NC(=O)CNC(=O)C)C(=O)N[C@H](C(=O)N)C,-6.5900002,Tr
D-2110,Ac-Gly-Lys-Ala-NH2,-6.544557676,-6.3187774828,-6.3187774915,-6.4131706771,O=C(N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N)C)CNC(=O)C,-7.0100002,Tr
D-2111,cyclo[Trp-Ala-Gly-Gly-Asp-Ala],-4.9206319981,-5.220976422,-5.2209764064,-4.9658333162,O=C1NC(C)C(=O)NCC(=O)NCC(=O)NC(CC(O)=O)C(=O)NC(C)C(=O)NC1Cc1c2c([nH]c1)cccc2,-7.0307584,Tr
D-2114,Strychnine (Str),-7.054308209199999,-7.361292773400001,-7.3612927399,-7.191700471799999,O1[C@@H]2[C@@H]3[C@@H]4C(=CC1)CN1[C@H]([C@@]5([C@H]3N(c3c5cccc3)C(=O)C2)CC1)C4,-4.5086198,Tr
D-2115,Brucine (Bru),-6.6593019873,-6.941014440700001,-6.941014430599999,-7.0019687747,O1[C@H]2[C@H]3[C@H]4C(=CC1)CN1[C@@H]([C@]5([C@@H]3N(c3cc(OC)c(OC)cc35)C(=O)C2)CC1)C4,-4.7786422,Tr
D-2118,Brucine N-oxide (B-N),-4.813130812200001,-5.1258400142000005,-5.1258399951,-4.9855538364,O1[C@H]2[C@H]3[C@H]4C(=CC1)C[N+]1([O-])[C@@H]([C@]5([C@@H]3N(c3cc(OC)c(OC)cc35)C(=O)C2)CC1)C4,-5.46,Tr
D-2119,Pseudostrychnine (Psd),-4.9670600810000005,-5.1485242187999996,-5.1485242203,-5.1250842793,O1[C@H]2[C@@H]3[C@@H]4C(=CC1)CN1C[C@H](O)C5([C@@H]3N(c3c5cccc3)C(=O)C2)C1C4,-4.600162999999999,Tr
D-2126,Bilirubin,-4.6677238511,-4.7602054224,-4.7602054165,-4.6926994584,O=C1N\C(=C\c2[nH]c(Cc3[nH]c(\C=C/4\NC(=O)C(C)=C\4C=C)c(C)c3CCC(O)=O)c(CCC(O)=O)c2C)\C(C)=C1C=C,-6.1314831,Tr
D-2127,Bilirubin ditaurate,-4.6697536649,-4.6863112585,-4.686311259,-4.4548044141,S(O)(=O)(=O)CCNC(=O)CCc1c(C)c([nH]c1Cc1[nH]c(\C=C/2\NC(=O)C(C=C)=C\2C)c(C)c1CCC(=O)NCCS(O)(=O)=O)\C=C/1\NC(=O)C(C)=C\1C=C,-6.0594678,Tr
D-2128,Biliverdin,-4.8194659582999995,-5.0220975081,-5.0220975018,-4.8744878453,O=C1N\C(=C\C2=N\C(=C/c3[nH]c(\C=C/4\NC(=O)C(C)=C\4C=C)c(C)c3CCC(O)=O)\C(CCC(O)=O)=C2C)\C(C)=C1C=C,-5.6290045,Tr
D-2134,16,-5.9301660717999995,-5.6819751111,-5.6819750626,-5.7893011666,Clc1cccc(Cl)c1C(=O)N[C@@H](Cc1ccc(cc1)C=1C(=O)N(N=CC=1OC)C)CO,-5.6010299,Tr
D-2139,32b,-4.8772200825,-5.098656671700001,-5.0986565960000005,-4.7268190063999995,s1cc(nc1-c1nc2c(ccc(OC)c2)c(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C,-4.8880281,Tr
D-2140,TMC435350 (32c),-6.047675620700001,-5.1085257739,-5.1085258302,-5.8977626841,s1cc(nc1-c1nc2c(ccc(OC)c2C)c(O[C@H]2C[C@@H]3[C@@H](C2)C(=O)N[C@]2([C@H](\C=C/CCCCN(C)C3=O)C2)C(=O)NS(=O)(=O)C2CC2)c1)C(C)C,-5.0778604000000005,Tr
D-2141,32f,-5.1290224403,-5.2956329569,-5.2956329129,-5.1028378652,Clc1c2nc(cc(O[C@H]3C[C@@H]4[C@@H](C3)C(=O)N[C@]3([C@H](\C=C/CCCCN(C)C4=O)C3)C(=O)NS(=O)(=O)C3CC3)c2ccc1OC)-c1scc(n1)C(C)C,-5.238286,Tr
D-2142,32g,-4.8660014121,-5.1753347678,-5.1753347668,-5.0172381184,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4cc(nc5c4ccc(OC)c5C)-n4nc(cc4)C(C)C)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,-4.8219547,Tr
D-2143,32h,-5.0348471021,-5.1809311,-5.1809311,-5.0171386104,S(=O)(=O)(NC(=O)[C@]12NC(=O)[C@H]3[C@@H](C[C@H](Oc4cc(nc5c4ccc(OC)c5C)-c4nc(ccc4)C(C)C)C3)C(=O)N(CCCC\C=C/[C@@H]1C2)C)C1CC1,-4.9204097,Tr
D-2146,Tangeretin (1),-5.0817559972,-5.0319390907,-5.0319390407,-5.0601032275,O1c2c(c(OC)c(OC)c(OC)c2OC)C(=O)C=C1c1ccc(OC)cc1,-4.5315666,Tr
D-2147,Wogonin (2),-5.1150381135,-5.3694069911,-5.3694069738,-5.1686924205,O1c2c(C(=O)C=C1c1ccccc1)c(O)cc(O)c2OC,-4.632256,Tr
D-2148,Acacetin (4),-4.8650620787,-5.1028660181,-5.1028660095,-4.93819381,O1c2c(C(=O)C=C1c1ccc(OC)cc1)c(O)cc(O)c2,-4.8423324,Tr
D-2149,Luteolin (6),-5.1567076207,-5.377388964,-5.3773889639,-5.1753752245,O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,-5.0500002,Tr
D-2151,Scutellarein (8),-5.4146766975,-5.2631093713,-5.2631093732,-5.2448725194,O1c2c(c(O)c(O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,-5.2399998,Tr
D-2152,DXG (9),-6.7128213058,-6.646196299500001,-6.6461963203,-6.7786881215,O1[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1Oc1cc(O)c2c(OC(=CC2=O)c2cc(O)c(OC)cc2)c1,-6.1599998,Tr
D-2153,Isovitexin (10),-4.7384219408999995,-4.6663325177,-4.6663325332,-4.7579672607,O1c2c(c(O)c([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c(O)c2)C(=O)C=C1c1ccc(O)cc1,-6.2003298,Tr
D-2154,Luteoloside (11),-4.5379726246,-4.1403160884,-4.1403160877,-4.5779750544,O1c2c(C(=O)C=C1c1cc(O)c(O)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,-6.3682656,Tr
D-2155,Baicalin (12) (BG),-5.0749449783,-4.9531886798,-4.9531886991,-5.059593577799999,O1c2c(c(O)c(O)c(O[C@@H]3O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]3O)c2)C(=O)C=C1c1ccccc1,-6.769775900000001,Tr
D-2156,DG (13),-6.3096213917999995,-6.4934687914,-6.4934687937,-6.441666541900001,O1c2c(C(=O)C=C1c1cc(O)c(OC)cc1)c(O)cc(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)c2,-6.9204097,Tr
D-2157,Galangin (14),-6.6126202934,-6.5585207877,-6.5585207878,-6.669572988600001,O1c2c(C(=O)C(O)=C1c1ccccc1)c(O)cc(O)c2,-5.1111913,Tr
D-2159,Kaempferol (16),-5.0397412234,-5.47137731,-5.4713772910000005,-5.1162655627,O1c2c(C(=O)C(O)=C1c1ccc(O)cc1)c(O)cc(O)c2,-4.9899998,Tr
D-2160,Tamarixetin (17),-5.0291096354,-5.1779574889,-5.1779574901,-5.0054646594,O1c2c(C(=O)C(O)=C1c1cc(O)c(OC)cc1)c(O)cc(O)c2,-5.0013065,Tr
D-2162,Myricetin (19),-6.1901668895,-6.112195061,-6.1121950584,-6.162650557999999,O1c2c(C(=O)C(O)=C1c1cc(O)c(O)c(O)c1)c(O)cc(O)c2,-5.77,Tr
D-2163,Morin (20),-5.0896279849,-5.2207733449000004,-5.220773335,-5.192510029,O1c2c(C(=O)C(O)=C1c1ccc(O)cc1O)c(O)cc(O)c2,-6.2088041,Tr
D-2164,Quercitrin (21),-6.283973129800001,-6.5044513101999994,-6.504451309099999,-6.1423166861,O1c2c(C(=O)C(O[C@@H]3O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,-6.0999999,Tr
D-2165,Isoquercitrin (22),-6.6287703323,-6.796761163099999,-6.7967611616,-6.3887445947,O1c2c(C(=O)C(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)=C1c1cc(O)c(O)cc1)c(O)cc(O)c2,-6.27,Tr
D-2166,IRR (23),-5.749824855,-5.5349501455,-5.534950147000001,-5.5061293225,O1[C@H](CO[C@H]2O[C@H](C)[C@@H](O)[C@H](O)[C@@H]2O)[C@@H](O)[C@H](O)[C@@H](O)C1OC1=C(Oc2c(C1=O)c(O)cc(O)c2)c1cc(OC)c(O)cc1,-6.5388007,Tr
